"instrumento","arquivo_zip","arquivo_interno","extensao","tamanho_descompactado_bytes"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/NO-TS/57_2_inch_cap_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/NO-TS/57_2_inch_edge_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/NO-TS/57_2_inch_cap_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/NO-TS/57_1_inch_cap_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/NO-TS/57_grill_edge_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/NO-TS/57_1_inch_edge_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/NO-TS/57_2_inch_cone_far_pres_5.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/NO-TS/57_2_inch_cone_far_pres_4.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/NO-TS/57_grill_edge_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/NO-TS/57_2_inch_cone_near_pres_5.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/NO-TS/57_1_inch_edge_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/NO-TS/57_1_inch_edge_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/NO-TS/57_2_inch_cone_near_pres_4.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/NO-TS/57_grill_edge_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/NO-TS/57_grill_edge_pres_5.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/NO-TS/57_2_inch_cone_far_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/NO-TS/57_2_inch_cone_far_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/NO-TS/57_grill_edge_pres_4.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/NO-TS/57_2_inch_cone_near_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/NO-TS/57_1_inch_edge_pres_4.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/NO-TS/57_2_inch_cone_near_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/NO-TS/57_2_inch_cone_far_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/NO-TS/57_2_inch_cone_near_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/NO-TS/57_1_inch_edge_pres_5.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_1_inch_cap_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_2_inch_cap_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_1_inch_cone_far_pres_5.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_grill_cone_near_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_1_inch_cone_far_pres_4.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_1_inch_cap_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_2_inch_cap_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_grill_cone_near_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_grill_cone_near_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_2_inch_cap_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_1_inch_cap_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_1_inch_cap_pres_5.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_1_inch_cone_far_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_1_inch_cone_far_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_1_inch_cap_pres_4.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_2_inch_cap_pres_4.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_grill_cone_near_pres_5.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_grill_cone_near_pres_4.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_1_inch_cone_far_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_2_inch_cap_pres_5.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_2_inch_edge_pres_4.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_2_inch_edge_pres_5.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_2_inch_cone_near_pres_4.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_2_inch_cone_near_pres_5.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_2_inch_edge_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_2_inch_cone_near_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_2_inch_edge_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_2_inch_edge_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_2_inch_cone_near_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_2_inch_cone_near_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_1_inch_edge_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_2_inch_cone_far_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_2_inch_cone_far_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_grill_cone_far_pres_4.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_1_inch_edge_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_1_inch_edge_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_grill_cone_far_pres_5.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_2_inch_cone_far_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_grill_cone_far_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_2_inch_cone_far_pres_5.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_grill_cone_far_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_1_inch_edge_pres_5.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_1_inch_edge_pres_4.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_grill_cone_far_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_2_inch_cone_far_pres_4.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_1_inch_cone_near_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_grill_edge_pres_5.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_grill_edge_pres_4.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_1_inch_cone_near_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_grill_cap_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_grill_cap_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_grill_cap_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_1_inch_cone_near_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_1_inch_cone_near_pres_5.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_grill_edge_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_grill_edge_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_1_inch_cone_near_pres_4.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_grill_cap_pres_5.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_grill_edge_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/SM57/TS/57_TS_grill_cap_pres_4.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_grill_edge_pres_4.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_grill_edge_pres_5.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_grill_cone_far_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_grill_cone_far_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_1_inch_cone_near_pres_5.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_1_inch_cone_near_pres_4.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_grill_cone_far_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_grill_edge_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_grill_edge_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_1_inch_cone_near_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_1_inch_cone_near_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_grill_cone_far_pres_5.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_grill_edge_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_grill_cone_far_pres_4.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_1_inch_cone_near_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_grill_cone_near_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_grill_cone_near_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_2_inch_edge_pres_5.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_1_inch_cone_far_pres_5.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_1_inch_cone_far_pres_4.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_grill_cone_near_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_2_inch_edge_pres_4.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_grill_cone_near_pres_5.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_1_inch_cone_far_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_grill_cone_near_pres_4.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_2_inch_edge_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_2_inch_edge_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_1_inch_cone_far_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_1_inch_cone_far_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_2_inch_edge_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_2_inch_cone_near_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_grill_cap_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_1_inch_edge_pres_2.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_1_inch_edge_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_grill_cap_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_2_inch_cone_near_pres_3.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_2_inch_cone_near_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_grill_cap_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_1_inch_edge_pres_1.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_2_inch_cone_near_pres_4.wav",".wav","3808"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Coleção independente\God's Cab 1.4.zip","God's Cab 1.4/Gods_Cab_1.4/44.1/MD421/NO-TS/MD421_grill_cap_pres_4.wav",".wav","3808"
